m_id,m_name,m_mail,m_password,is_active
7788,zuypaewm,zuypaewm@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7789,evoulfss,evoulfss@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7790,tzlcglqw,tzlcglqw@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
7791,lwhdpqbm,lwhdpqbm@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7792,qkkklxkj,qkkklxkj@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7793,lisxjnsk,lisxjnsk@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7794,imnwxyug,imnwxyug@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7795,buyuxfhq,buyuxfhq@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7796,hujscdhz,hujscdhz@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7797,mlhuzdjf,mlhuzdjf@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7798,lflmypfo,lflmypfo@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7799,crgrziqt,crgrziqt@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7800,krvnjdsg,krvnjdsg@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7801,tjlghlyv,tjlghlyv@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7802,fucjkmiu,fucjkmiu@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7803,ipjfpbwq,ipjfpbwq@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7804,sqczmjob,sqczmjob@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7805,gnbgtfjd,gnbgtfjd@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
7806,ejhfjuxa,ejhfjuxa@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7807,swfnlctm,swfnlctm@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
7808,ctnpqkip,ctnpqkip@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7809,lcphqqpx,lcphqqpx@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7810,awatpgut,awatpgut@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7811,dlonuzng,dlonuzng@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7812,sufxgkin,sufxgkin@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7813,eeljckkg,eeljckkg@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7814,kjfvjrlf,kjfvjrlf@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7815,klajehuh,klajehuh@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7816,inczwgrq,inczwgrq@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7817,fifdxbnm,fifdxbnm@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7818,nmwovkle,nmwovkle@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7819,vhhozlpq,vhhozlpq@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7820,spwxqrje,spwxqrje@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7821,iwgsmnig,iwgsmnig@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7822,izafptmn,izafptmn@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7823,dojxywnn,dojxywnn@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7824,flxiqrlq,flxiqrlq@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7825,wgefyjgs,wgefyjgs@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7826,huiagtkb,huiagtkb@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7827,sxdnxbqd,sxdnxbqd@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7828,fdxshvgl,fdxshvgl@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7829,wsjtnibz,wsjtnibz@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
7830,zsoppaga,zsoppaga@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
7831,lckylhnj,lckylhnj@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7832,ytqochnp,ytqochnp@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7833,xsbditpo,xsbditpo@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7834,uslqpkls,uslqpkls@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7835,kynjwpls,kynjwpls@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
7836,mbziiepg,mbziiepg@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7837,hvnnypqe,hvnnypqe@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7838,divrmbec,divrmbec@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7839,byfxrrvy,byfxrrvy@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7840,gbcgrshf,gbcgrshf@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7841,mpvcplaq,mpvcplaq@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
7842,pcmxyofv,pcmxyofv@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7843,judhxpmb,judhxpmb@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7844,cjnbpiee,cjnbpiee@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7845,yfnhccad,yfnhccad@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7846,guixtnit,guixtnit@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7847,fqzmcffq,fqzmcffq@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,False
7848,isbgvorv,isbgvorv@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
7849,wmwvkktg,wmwvkktg@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
7850,lerassvp,lerassvp@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
7851,ifbmzmkv,ifbmzmkv@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7852,yndtivum,yndtivum@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7853,tarcktdo,tarcktdo@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7854,gdiongqa,gdiongqa@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7855,qaxwlwwl,qaxwlwwl@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7856,ccdawgdg,ccdawgdg@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
7857,ytobfhvn,ytobfhvn@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7858,wtuqrxlq,wtuqrxlq@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7859,pgmpmmnh,pgmpmmnh@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7860,rxhuuovm,rxhuuovm@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7861,iijorosi,iijorosi@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7862,pzsratwq,pzsratwq@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7863,ssrhdxhk,ssrhdxhk@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7864,atgzpjev,atgzpjev@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7865,mmdqyxpe,mmdqyxpe@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7866,ccwudsgj,ccwudsgj@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7867,bkkhzjaj,bkkhzjaj@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7868,pwdlzuic,pwdlzuic@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
7869,cjzamptd,cjzamptd@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7870,ylkvzdns,ylkvzdns@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7871,wcskymst,wcskymst@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7872,lcbfmznj,lcbfmznj@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7873,iqvnplee,iqvnplee@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7874,ekesfvuk,ekesfvuk@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7875,korqvgfz,korqvgfz@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7876,lnepwsww,lnepwsww@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
7877,dpybrlcw,dpybrlcw@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7878,wosisbdc,wosisbdc@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
7879,dbdhvmga,dbdhvmga@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7880,rtenoght,rtenoght@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7881,hcolkelj,hcolkelj@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7882,lbyqgysc,lbyqgysc@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7883,rqefgukk,rqefgukk@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7884,vjfxjfzv,vjfxjfzv@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7885,pisvgmiy,pisvgmiy@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7886,bygygvhy,bygygvhy@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7887,qihemuar,qihemuar@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7888,mdlymnzv,mdlymnzv@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7889,gzvsskny,gzvsskny@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7890,guemqmrs,guemqmrs@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7891,xzayjmni,xzayjmni@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7892,vzjvbsvr,vzjvbsvr@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7893,qdpygifk,qdpygifk@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7894,rrvubswr,rrvubswr@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7895,poymurfq,poymurfq@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7896,gfnmshvf,gfnmshvf@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
7897,rpappwgq,rpappwgq@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,False
7898,rfxqdaot,rfxqdaot@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
7899,szrrkhyq,szrrkhyq@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7900,zvvcjzwu,zvvcjzwu@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
7901,akppxdyd,akppxdyd@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7902,qzpirtef,qzpirtef@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,True
7903,ujduhojh,ujduhojh@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7904,lcscjmrp,lcscjmrp@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7905,tnvajrmw,tnvajrmw@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,False
7906,negvlnxa,negvlnxa@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,False
7907,auplyuwn,auplyuwn@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7908,wpulvoos,wpulvoos@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
7909,upduazuw,upduazuw@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7910,iiesbyxr,iiesbyxr@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,False
7911,uacvkyzt,uacvkyzt@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7912,omiiuadf,omiiuadf@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7913,jotcdhbo,jotcdhbo@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7914,iqyeoini,iqyeoini@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
7915,bhzlvntn,bhzlvntn@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7916,xrsrciwx,xrsrciwx@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
7917,utbrlahx,utbrlahx@ntu.edu.tw,pbkdf2:sha256:260000$nyshBcddMUIbuXdE$cc7b50dee51a3fb1b0e675fac18a3c6340356737ce9688284aed3a5bbf0e877f,True
7918,vziqbmib,vziqbmib@ntu.edu.tw,pbkdf2:sha256:260000$6wpNtYbwSPQc6rLG$eaeda4fe4e5591b401fe7209d0f1480a1e804dffd605f6ab72975ade7ec05173,True
7919,eceibngq,eceibngq@ntu.edu.tw,pbkdf2:sha256:260000$VDKHgWM6LdTQL0y9$29d8e229ead660adcadc345eb6dc46819e8038c17a0640633e2ab5696c7e1ff1,True
7920,iiakhnmq,iiakhnmq@ntu.edu.tw,pbkdf2:sha256:260000$jQpNUmJC95EO8xCa$d3d63d8263771447c514331edefde0bced5a965ff5746f3d8f2a1ea7b9942297,False
7921,kpljdnzz,kpljdnzz@ntu.edu.tw,pbkdf2:sha256:260000$RD4d2g7qnEcoTC3s$f739b1239bac771f68097a7cc88bd26a46f14322b0db761285514149e540d2b5,True
7922,bmrxohma,bmrxohma@ntu.edu.tw,pbkdf2:sha256:260000$bCrmvM3Wj67HLIUb$9b2a3b065caf53e6f836655eaf85e168d4e997832e0fc5323822a1b1532bebb8,True
